Appendable_ThreadSafe @ AbstractAgiCommand.java:92: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ PropertySetter.java:324: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ QueueCommand.java:39: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ RandomString.java:49: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ReceiveCharCommand.java:73: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReceiveTextCommand.java:73: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RecordFileCommand.java:237: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReflectionUtil.java:141: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ReflectionUtil.java:154: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ReflectionUtil.java:201: 6 Unique Traces, 4 Redundant Traces, 6 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ReflectionUtil.java:276: 1 Unique Traces, 45 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ReflectionUtil.java:285: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ResourceBundleMappingStrategy.java:140: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ResourceBundleMappingStrategy.java:164: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ RootLoggerModelHandler.java:43: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SayAlphaCommand.java:103: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SayDateTimeCommand.java:177: 3 Unique Traces, 1 Redundant Traces, 3 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SayDigitsCommand.java:102: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SayNumberCommand.java:102: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SayPhoneticCommand.java:101: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SayTimeCommand.java:102: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SendImageCommand.java:68: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SendTextCommand.java:67: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetAutoHangupCommand.java:67: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetCallerIdCommand.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetContextCommand.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetExtensionCommand.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetPriorityCommand.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SetVariableCommand.java:90: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SignatureWriter.java:123: 9 Unique Traces, 49 Redundant Traces, 2 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ SignatureWriter.java:132: 3 Unique Traces, 97 Redundant Traces, 2 Preserved, 33 Remained 
StringBuilder_ThreadSafe @ SignatureWriter.java:164: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ SpeechActivateGrammarCommand.java:64: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SpeechCreateCommand.java:64: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SpeechDeactivateGrammarCommand.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SpeechLoadGrammarCommand.java:86: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SpeechRecognizeCommand.java:116: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SpeechSetCommand.java:83: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SpeechUnloadGrammarCommand.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StandardRepresentation.java:106: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ TddModeCommand.java:65: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Tokenizer.java:137: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ Type.java:548: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ Type.java:565: 3 Unique Traces, 1 Redundant Traces, 3 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ Type.java:582: 7 Unique Traces, 142 Redundant Traces, 7 Preserved, 142 Remained 
StringBuilder_ThreadSafe @ Type.java:616: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ Type.java:642: 1 Unique Traces, 244 Redundant Traces, 1 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ Type.java:644: 1 Unique Traces, 569 Redundant Traces, 1 Preserved, 46 Remained 
StringBuilder_ThreadSafe @ TypeDescription.java:8376: 1 Unique Traces, 101 Redundant Traces, 1 Preserved, 18 Remained 
StringBuilder_ThreadSafe @ TypeDescription.java:9435: 1 Unique Traces, 63 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ TypeDescription.java:9450: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ UpdateConfigAction.java:109: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ UpdateConfigAction.java:113: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ VerboseCommand.java:93: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ WaitForDigitCommand.java:73: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringTokenizer_HasMoreElements @ AgiRequestImpl.java:423: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
StringTokenizer_HasMoreElements @ OriginateAction.java:367: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Thread_SetDaemonBeforeStart @ ManagerConnectionImpl.java:1134: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Thread_StartOnce @ AsyncEventPump.java:51: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
Thread_StartOnce @ LockerTest.java:70: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ LockerTest.java:71: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ LockerTest.java:87: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ LockerTest.java:88: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ LockerTest.java:104: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ LockerTest.java:105: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Thread_StartOnce @ ManagerConnectionImpl.java:1135: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ AgiChannelImpl.java:69: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ AgiRequestImpl.java:108: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ EventBuilderImpl.java:94: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ FastAgiReader.java:83: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ GetDataCommand.java:181: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ Lockable.java:33: 1 Unique Traces, 165 Redundant Traces, 1 Preserved, 14 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:492: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:500: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:537: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:678: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:745: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:762: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImpl.java:775: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerConnectionImplTest.java:611: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerReaderImpl.java:144: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerReaderImplTest.java:259: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ ManagerWriterImpl.java:69: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
URLConnection_Connect @ GenericXMLConfigurator.java:64: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
URLConnection_SetBeforeConnect @ GenericXMLConfigurator.java:62: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
